TS;Test;Model;Target Freq;Target mW;Target dBm;Info;mW;dBm;dif_mW;dif_dBm
1622896910000000000;20210605_1622896857;Eachine_TX805;5845;200,0;23,01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0,0;0,0;-200,0;-23,01
1622896910000000000;20210605_1622896857;Eachine_TX805;5845;200,0;23,01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0,0;0,0;-200,0;-23,01
1622896910000000000;20210605_1622896857;Eachine_TX805;5845;200,0;23,01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0,0;0,0;-200,0;-23,01
1622896911000000000;20210605_1622896857;Eachine_TX805;5845;200,0;23,01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0,0;0,0;-200,0;-23,01
1622896911000000000;20210605_1622896857;Eachine_TX805;5845;200,0;23,01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0,0;0,0;-200,0;-23,01
1622896911000000000;20210605_1622896857;Eachine_TX805;5845;200,0;23,01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0,0;0,0;-200,0;-23,01
1622896912000000000;20210605_1622896857;Eachine_TX805;5845;200,0;23,01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0,0;0,0;-200,0;-23,01
1622896912000000000;20210605_1622896857;Eachine_TX805;5845;200,0;23,01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0,0;0,0;-200,0;-23,01
1622896912000000000;20210605_1622896857;Eachine_TX805;5845;200,0;23,01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0,0;0,0;-200,0;-23,01
1622896913000000000;20210605_1622896857;Eachine_TX805;5845;200,0;23,01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0,0;0,0;-200,0;-23,01
1622896913000000000;20210605_1622896857;Eachine_TX805;5845;200,0;23,01;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0,0;0,0;-200,0;-23,01
