TS;Test;Model;Target Freq;Target mW;Target dBm;Info;mW;dBm;dif_mW;dif_dBm
1622899005000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;198,91;22,99;98,91;2,99
1622899006000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;198,11;22,97;98,11;2,97
1622899006000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;197,76;22,96;97,76;2,96
1622899006000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;197,31;22,95;97,31;2,95
1622899007000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;196,5;22,93;96,5;2,93
1622899007000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;196,18;22,93;96,18;2,93
1622899008000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;195,66;22,91;95,66;2,91
1622899008000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;195,1;22,9;95,1;2,9
1622899008000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;194,84;22,9;94,84;2,9
1622899009000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;194,03;22,88;94,03;2,88
1622899009000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;193,98;22,88;93,98;2,88
1622899009000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;193,01;22,86;93,01;2,86
1622899010000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;192,86;22,85;92,86;2,85
1622899010000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;192,17;22,84;92,17;2,84
1622899011000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;192,21;22,84;92,21;2,84
1622899011000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;191,68;22,83;91,68;2,83
1622899011000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;191,52;22,82;91,52;2,82
1622899012000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;190,76;22,8;90,76;2,8
1622899012000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;190,15;22,79;90,15;2,79
1622899013000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;189,88;22,78;89,88;2,78
1622899013000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;189,62;22,78;89,62;2,78
1622899013000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;188,85;22,76;88,85;2,76
1622899014000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;188,89;22,76;88,89;2,76
1622899014000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;188,12;22,74;88,12;2,74
1622899015000000000;20210605_1622898943;MINI_VTX_5848;5865;100,0;20,0;Teststand, manuelle Einstellungen;188,01;22,74;88,01;2,74
